id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-DEV-0061,dev,The deadliest malaria parasite uses a double branched metabolic pathway.,Akawuka akaleeta omusujja gw'ensiri kakozesa enkola eyitibwa double branched metabolic pathway.,Ekiriiririzi ky'omushwija eky'akabi nikikoresa emihanda ebiri.,Kwidi two lyero marac dong loyo aloya enoni tiyo ki yoo aryo me nongo kacel ki gwoko kwogi.,Ekurut loka eimidi loaronon kakere itosomai ikela iarei kanu aimat aokot.,Obu Malariani onzi ndeniri ni geri iri 'ayu fizu 'ba rua.
SALT-DEV-0062,dev,Financial officers account for and manage funds.,Abakugu mu byenfuna babalirira n'okukwata obulungi ensimbi.,"Ba ofiisa b'ebyesente, nibooreka embaririra kandi nibareeberera esente.",Lukwan lim gi doro tic ki cente dok bene gi tito kor tic ki lim,Ayaitok ikapun imarete ka ayaite nu ikapun.,Ofisa robia niri ni e'yo nze robia 'bani ayu ri ma dria dika eri vini robia eyi ma ayuta one
SALT-DEV-0063,dev,The district has received funds from different projects since last year.,Disitulikiti efunye obuyambi okuva mu pulojekiti ez'enjawulo okuva omwaka oguwedde.,"Disiturikiti, etwiire netunga sente kuruga omu purogyekiti ezitari zimwe kuruga omwaka ogwahweire.",District onongo cene kibot projects ma padi padi nicake mwaka ma okato ni,Adumu edisitrikt ikapun ko projektin luegelegela agear okaru je.,Distrikiti esu robia engazu otita ndundu 'di eyi vu e'dozu eli ajerisi
SALT-DEV-0064,dev,The closure of schools has affected everyone.,Okuggala amasomero kikosezza buli omu.,Okukingwa kwa'mashomero kukwatsire ahari budyomwe.,Loro gang kwan obino ki adwogi I kom dano weng.,Agolokinio naka isomeroi etirorit itunga kere.,Sukulu ti opiza eza 'ba dria ma dri
SALT-DEV-0065,dev,There are different methods of treating infertility among women.,Waliwo engeri nnyingi ez'okujjanjabamu abakazi abalina emikisa emitono egy'okuzaala.,Hariho emiringo etari emwe eyokukiza obugumba omu bakazi.,Tye yoo mapol mapat...pat me cango peko me nywal ma mon tye kwede.,Ejaasi iponesio luegelegela luka aimuke angor numam epedorete apotuun.,Geri 'bani oku ondo ru 'diyi atizu 'diyi ndu ndu
SALT-DEV-0066,dev,They organized prayers to thank God for preserving their lives.,Baategeka okusaba basobole okwebaza Katonda olw'okubakuuma nga balamu.,Bakatebeekanisa okusiima Ruhanga ahabw'okukiza amagara gaabo.,Guyubu lega me pwoyo lubanga pi gwoko kwogi.,Apotu kitemokisi ailip kanu aisiyalamikin Edeke kanuka aidar aijarakec.,Yi otu Munguziza awa'difo fezu Mungu dri erini yi ma idri tambalerisi
SALT-DEV-0067,dev,The cable company recently launched Enterprise connectivity solutions in Africa.,Kkampuni ya Cable Company gye buvuddeko yatongoza engeri y'okuyungamu eby'obusuubuzi mu Afirika.,Kampuni y'amayengo ga yintaneeti  obuhweireho ekatongoza obuheereza bwayo omuri Afirika.,"Kampuni ma tiyo ikom waya, cokcoki otyero kamaleng kit me kube i yamo i Afrika.",Abu ekampuni loitolomi elago kitolomu arucokina kiding akwapin nuko Africa.,Amuti wayi cable ni 'diri ebi tujara oseta olia aliasiri ma e'yo otuza kililiri ni angu Africa ni siri ma ti nzi eturisi ra
SALT-DEV-0068,dev,The residents are not ready to leave the land.,Abatuuze si beetegefu kuva ku ttaka.,Abatuuragye tibeteekateekire kuruga ahaitaka.,Lutedero pe gitye atera me weko ngom,Mam itunga ekapakina anyoun kotoma alupok.,Ba aa'pi 'da 'diyi aa'ni ngonde angu 'da kuzu ku a'dusi?
SALT-DEV-0069,dev,The registration exercise was a failure.,Enteekateeka ez'okuwandiisa abantu tezaatambula bulungi.,Eky'okwehandiikisa kyo kiremire.,Tic me coyo dano ne pe ocobo miti ne.,Mam aiwadikao abu kopedor.,E'yo ru siza nderi niri ndra e'dezaru.
SALT-DEV-0070,dev,There is a high mortality rate in the region.,Omuwendo gw'abantu abafa mu kitundu guli waggulu.,Hariho okufa kwingi omukyanga.,Wel dano a tooi kabedo man,Ipu atwakisia kaiboisit.,Ba odrapi angu 'da ma alea 'diyi ma kalafe angiri
SALT-DEV-0071,dev,"In April two thousand twenty, Uganda was invaded by desert locusts from Kenya.","Mu mwezi gw'okuna mu nkumi bbiri mu abiri, Uganda yalumbibwa enzige okuva e Kenya.","Omwa kwezi kwa kana enkumi ibiri makumi abiri,uganda ekataahitirwa enzigye kuruga Kenya.","I dwe me April I mwaka alip aryo ki pyeraryo, bonyo omonyo Uganda ku gia ki lobo Kenya.","Kolap Loiwongonet, ekaru ilukumin akaisare abu ebara kobwangun Uganda koKenya.",Mba su alifu iri kali irisi Ombi roko drini 'diyi tu Ugandani engazu Kenyaa ra
SALT-DEV-0072,dev,What is the role of journalists?,Mugaso ki ogwa bannamawulire?,Omurimo gw'abanyamakuru niki?,Tic pa ocoo lok angeya obedo ngo?,Inyobo aswam na arotak iyemuto?,Ba osisia ni 'diyi ma azi a'duni?
SALT-DEV-0073,dev,The church leaders should encourage people to work.,Abakulembeze b'ekkanisa balina okukubiriza abantu okukola.,Abeebembezi b'amadiini bashemereire kuhiga abantu kukora.,Lutela me kanica omyero gu cuk cwiny lwak me tic,Ekot engarenok lu ediini aisinyikokite itunga aswam.,Le drice'ba eyi ma ai 'ba eyi azi ngazu.
SALT-DEV-0074,dev,Would you mind dancing with me?,Ofaayo singa ozinako nange?,Noofayo twazina hamwe?,Iywero myel kweda?,Icamuni kereka jo aikosi keda eong?,Mi asi ongo tuzu maberisi ra?
SALT-DEV-0075,dev,Women and men should be educated on how to resolve family conflict.,Abakyala n'abaami balina okusomesebwa ku ngeri z'okugonjoolamu obukuubagano mu maka.,Abashaija n'abakazi bashemereire kwegyesibwa okutereeza enshonga zaabo z'amaka.,Mon ki coo omyero gunong ngec ikit me teko lok ma iot,Ekot aisisianakin ikiliok keda angor eipone lo itemonokinet engunget lo okale.,Le 'ba ma fe imbata oku eyini agupi eyi be geri eyini ecozu ngiringiri familia 'diyi ma eti otuzu
SALT-DEV-0076,dev,Seven million Insecticide Treated Nets are needed to protect the populations.,Obutimba bw'ensiri obukadde musanvu obulimu eddagala bwe bwetaagibwa okusobola okukuuma abantu.,Obutimba burikwingana miriyoni mushanju nibwetengwa kurinda abantu.,Milyon abiro pa tanarua makikiro yat I kome mitte me gwoko dano.,Ipudai aitibaan nuimuketai nuedolete imilioni ikanyarei.,Le emba aro be ruari milioni aziri kalafe o'bi yini ma ta mbazu.
SALT-DEV-0077,dev,What causes people to demonstrate?,Ki ekireetera abantu okwekalakaasa?,Ekirikureetera abantu kwediima n'enki?,Ngo ma weko dano cito ka jemo me nyutu cwer cwiny?,Inyo ijaikit itunga aitodianar anyunyura kec?,A'du e'yoni fe 'ba eyini awoko e'dazu geri acizu nzila dria ri si ni?
SALT-DEV-0078,dev,All current Members of Parliament were elected into office.,Ababaka ba palamenti bonna abaliwo mu kiseera kino baalondebwa bulondebwa.,Abany'ishengyero abariho hati boona bakateererwa akaruuru kuza omu ofiisi.,Lumemba me ot moko cik ducu kiyerogi ayera me tic.,Imeeban kere luka airabet eseunitai kanu abunere oyapiesi.,Ba ope memba kolosenini curu'do 'diyi dria ofisia ope
SALT-DEV-0079,dev,Ugandans are very hospitable people.,Bannayuganda bantu baaniriza nnyo.,Abanya Uganda n'efura.,Anywali lobo Uganda jolo dano i yo maber,Eraas itunga luko Uganda lu iyapepera.,Kari anzi Uganda ni 'diyi 'ba 'ba omu eyi aipi ayikosi ni eyi.
SALT-DEV-0080,dev,The district medical department carried out investigations about the yellow fever outbreak.,Ekitongole kya disitulikiti eky'ebyobulamu kyakoze okunoonyereza ku kubalukawo kw'omusujja gw'enkaka.,"Ekitongore ky'eby'amagara ekya Disiturikiti, kikakora okucondooza ahakubarukaho kw'omushwiija gw'enkaka.",Dul me distrik ma neno lok yoto kom otimo kwed i kom two yellow fever,Abu ewai lo amukian ko disitrikt itolot aingic nuikamunit abwangun naka eimidi loidosoikini akonye.,Arakala rua alata ni distrikiti'a ri 'ye e'yo eti ondaza e'dota azo yellow fever niri ni ma dria ra
SALT-DEV-0081,dev,He gave his employees Christmas bonuses for their hard work.,Yawa abakozi be akasiimo ka Ssekkukulu olw'okukola ennyo.,Akaheereza abakozi be enyongyeza za kurisimasi ahabw'okukora n'amaani.,Omiyo lutic mege pwoc me kwero karama pi tic matek magutimo.,Abu ngesi koinak ikeswamak ikapun kanuka ebaga naarai eswamatos kesi kagogong.,Fe 'ba azi'ba erini 'diyi dri atua Christmas niri yini azi ngale okposirisi.
SALT-DEV-0082,dev,The majority will have a chance to have their views represented.,Abasinga obungi bajja kufuna akakisa ak'okuba nti ebirowoozo byabwe bikiikirirwa.,Abaingi  nibaija kuheebwa omugisha kuheereza ebiteekateeko byabo.,Polgi bibedo ki gum me neno tamgi gicwalo anyim.,Edumunete luipu arereng naka aitetem nuewomitos kesi.,Ba karakarau nga drileba esu e'yo yi ma asiari ti pezu.
SALT-DEV-0083,dev,She was on her way to the hospital when she gave birth.,Yali agenda mu ddwaliro n'azaala.,Akabi agurimu arikuza aha eirwatiro obu yaazaara.,Dako onongo tye ka cito I ot yat I kare ma onywal.,Ejai ngesi orot alosit adekis kanu aidoun.,Erini osizurisi eri de i ma gerisi muria arojoa
SALT-DEV-0084,dev,The government has allocated funds to extend electricity to rural areas.,Gavumenti etaddewo ssente ez'okutuusa amasanyalaze mu bitundu eby'omu byalo.,Gavumenti etaireho sente z'okutwara amashanyarazi omu byaro.,Gamente oketo cente me tero mac elektriciti I kabedo me caro.,Itemokinit apugan ikapun kanu ayangar akim naka epiyei toma aiboisio nuka icaloi.,Gomete fe robia aci oseza 'diyi idrizu pari calu ri 'diyi ma alia ra
SALT-DEV-0085,dev,The political party lost half its members to its opponent.,Ekitundu kimu kya kubiri eky'abantu abaali mu kibiina ky'obufuzi ekyo baakivaamu ne beegatta ku kibiina ekirala.,Ekibiina ky'eby'obwebembezi kikaferwa ekicweka ky'abahagizi barikuza omu babeire babesimbireho.,Dul me cungu iwi bye ne orwenyo nucu pa wel lumemba meggi ki dul mukene mapyemo kwedgi.,Abu epate loetepegi kesi kotwakiasi imeebanakec luedolete atutubet kere.,Amuti nderi avi memba erini 'diyi kalafe nususi 'ba ageti otipi eri be 'diyi vu
SALT-DEV-0086,dev,We should keep our homes clean.,Tulina okukuuma amaka gaffe nga mayonjo.,Tushemereire kurinda amaka gaitu gari amayonjo.,Omyero wa gwok lengo i gangi wa,Ekot oni aidar ireria wok olaete.,Le ama ma mba aku amavile 'diyi ma ta alaru
SALT-DEV-0087,dev,They will have to choose sides.,Balina okulonda oludda.,Nibaija kutorana embaju.,Myero guyer tenge magimito.,Ibusakinit kesi aseun atutubet naekotosi kesi ajaut.,Eri nga le ma pe ega ci
SALT-DEV-0088,dev,The lockdown lasted six months.,Omuggalo gwamala emyezi mukaaga.,Akeeshereko kakamara emyezi mukaaga.,Lockdown orii pi dwe abicel,Abu agolokinio naka akwap oyangaik ilapio ikanyape.,E'yo 'bani afa dria ma ti opizu ci ri 'du imba azia
SALT-DEV-0089,dev,The whole world is in a pandemic.,Ensi yonna eri mu kirwadde bbunansi.,Ensi yoona eteganisiibwe oburwaire.,Wilobo weng tye kaneno can me poto pa two,Akwap kere eutas keda adeka.,Wudrikuru ndulu eri azo ma alia.
SALT-DEV-0090,dev,What is the agenda of this meeting?,Biki ebigenda okwogerwako mu lukungaana luno?,Orukiiko oru nirugyenda ruta?,Ngo makibuloko iwigi I kacokke man?,Inyoin bo ebeit aitetem kotoma airiamunet kana?,E'yo dri kulu dri fuza 'di niri a'dini?
SALT-DEV-0091,dev,Banks limited the amount of money given to the people because they lacked security.,Banka zaakendeeza ku muwendo gw'ensimbi eziweebwa abantu olw'obutaba na musingo.,Za banka zikaba niziheereza abantu esente nkye ahabw'okugira ngu tibaine musingo.,Bang gungolo wel cente ma dano omyero ogam pien onongo gipeke ki ngo me ajenga,Apotu banks itidisiasi etiai lo ikapun lu ijanakino itunga naarai amamiatatar kesi keda ayuara.,Erojo eyi 'baki robia 'ba eyini eco 'du loni ruri ma omgbo ci a'dusikuni eyivile afa eyini eco ayu loni 'duzu 'diyi yo
SALT-DEV-0092,dev,The officials explained that people only need skills to start up something beneficial.,Abakungu banyonnyodde nti abantu beetaaga obukugu okutandikawo ekintu kyonna ekibagasa.,Abakungu bakashoborora ngu abantu nibetenga emyoga yonka erikubabaasisa kutandikaho ekintu eky'omugasho.,Lutic guwaco ni lwak miro mere ka diro pi cako gin mo ma konyo,Apotu eswamak itatamutu ebe ekotosi itunga acoa kanu ageuna idiobore yen imedauni.,Azi'ba 'da eyi yo kini o'bi eyi le lu imbata eyini afa orodriru 'diyi e'dozu.
SALT-DEV-0093,dev,Telecom companies have simplified communication across the country.,Kampuni z'amasimu zigonzezza nnyo eby'empuliziganya mu ggwanga.,Kampuni z'ebyokuhurizingana zitaireho okorobya omu by'okuhurizingana omw'eihanga ryona.,Dul mapat-pat me cim otiko dwoko kubbe i lok yot tutwal I lobo ne.,Etapatanata ikampunin luka isimun epone loka einer kotoma akwap.,Amuti simu ni 'diyi fe e'yo o'duko eceza ni kari ma aliasi 'diyi 'bazu ewakokoru
SALT-DEV-0094,dev,She wants to go to the moon.,Ayagala kugenda ku mwezi.,Nayenda kuza aha kwezi.,En mito cito I dwe.,Ekoto ngesi alosit olap.,Eri le mu mba vu.
SALT-DEV-0095,dev,"Whenever she is scared, she shouts out loud.","Buli lw'abaako ky'attidde, aleekaanira waggulu.","Buribwakuba atiinire, nayombera ahaiguru","Ka lworo omakke, en dange ki dwan malongo.","Nedumunia ngesi akuriaum, egeuni ngesi ailulu.","Uri ka sa driasi eri nya 'bo, eri atre okposi."
SALT-DEV-0096,dev,Forgive me for leaving some of your questions unanswered.,Nsonyiwa olw'obutaddamu ebimu ku bibuuzo byo.,Onsaasire ahabw'okuha ebibuuzo byawe ebimwe omutwe.,Tima kica me weko lapenyi mogo ma pe agamo.,Kitimoi eong kanu mam abongokin aingiseta ace.,Etru ma ra mani zita mini 'diyi ma azi omvile kurisi.
SALT-DEV-0097,dev,Fatal accidents are common on busy roads.,Obubenje ddekabusa bungi nnyo ku nguuddo ezikozesebwa ennyo.,"Butandu ezirikufeeramu abantu, nizikira kuba aha nguuto.",Peko ma dano too iye ipol kare dwong igudi,Idilas akangasia nuarokok orotin luapolok.,Drileonzi wura onzi saaru 'diyi eyi 'ye saaru nzila 'bani ayu saaru 'diyi ma dria
SALT-DEV-0098,dev,Proper wheel alignment should be done every year.,Okutereeza obulungi emipiira gy'emmotoka kyetaaga okukolebwa buli mwaka.,Okutereeza orupanka rwa mootoka kishemeraire kuba kinkirwa buri mwaka,Yubu kit ma cuma tyen motoka ocungu kwede myero kitim mwaka ki mwaka.,Aiteten akeje nuka emotoka ibusakinit aswam kangolikaru.,Ba ma 'ye whili ma otuza kililiru eli vusi
SALT-DEV-0099,dev,There are many beaches on Lake Victoria.,Ku nnyanja Victoria kuliko emyalo mingi.,Hariyo emwanya mingi y'orubaju rw'enyanja ya Nyarubaare.,Ka ma dano yweyo iye wigi dwong mada i dog nam me Victorai.,Ipu idokena koicor loka Victoria.,Pari cinyaka driru 'diyi miri Victorianiri ma tia karakara.
SALT-DEV-0100,dev,The police can try to resolve conflicts between the husband and the wife.,Poliisi esobola okugezaako okugonjoola obutakkaanya wakati w'omwami n'omukyala.,Poriisi neebaasa kugyezaho kutereeza obwimukiriro ahagati y'omushaija n'omukazi.,Abili twero temo cobo kuku kuku matye ikin dako ki laco,Epedorete ipolisin aitam aitemokin ingungeta kiding ekilokit ka aberu.,Polisi eyi eco ngiringiri oku eyi ma eselea agupi beri otu ra
SALT-DEV-0101,dev,My car is very old.,Emmotoka yange nkadde nnyo.,Emotoka yangye ekuzire munonga.,Mutoka na otii tutwal,Emojongit emotoka ka.,Ma mutukari eri okpolo.
SALT-DEV-0102,dev,The discovery left many surprised.,Ekyazuulwa kyayanaamiriza bangi.,Ekyajumbwirwe kikareka bingi batangaire.,Ngec man omiyo ngeng bot dano mapol.,Apotu akiro ngun kisumokisi itunga noi.,E'yo tizu 'yeta nde ma dria ri fe yi ma karakarau dri eca osuta si
SALT-DEV-0103,dev,Women gender associations have been formulated in Uganda.,Ebibiina by'abakyala bigunjiddwawo mu Uganda.,"Ebibiina by'abakazi, bitandikirweho omu Uganda.",Dule ma neno lok pa mon tye i Uganda,Associations nu angor kes etolomun ko Uganda.,Ba e'do amuti pa tupi e'yo oku eyini si 'diyi kari Uganda niri ma alea
SALT-DEV-0104,dev,Empowering women encourages economic growth.,Okutumbula abakyala kukubiriza eby'enkulaakulana mu by'enfuna.,"Okwongyera abakazi amaani, nikireeta entunguuka.",Tyelo kor mon kelo dongo lobo,Aitigogong angor itopolori apol.,Ba erini tutuni oku eyi ma o'duko ezoanzi eyi pie ku e'yo peta ni 'diyi ma alea
SALT-DEV-0105,dev,My wife demanded that we buy a plot of land to build our own house.,Mukyala wange yampaliriza okugula poloti tuzimbemu ennyumba eyaffe ku bwaffe.,Omukazi wangye akanshaba tugure itaka twombeke enju eyaitu.,Dako mega orido ni myero wawil ngom me gedo ot mamegwa.,Abu akaberu kotema ebe ibusakinit sio agwelun epuloti loka alupok kasodete adukokin etogokosi.,Ma okuni le kini ama ma je angu lizani jo amani ama ngulupisi ni sizu
SALT-DEV-0106,dev,The area stinks because a sewage pipe burst this morning.,Ekifo kikyuuma kubanga omuddumu gwa kazambi gwayabise ku makya leero.,Omwanya nigunuka kubi ahabwokuba erupiira rw'oburofa rwashandaara omu kasheshe eraizooba.,Kabedo ne ngwece tye kaduny marac tutwal pien paipo me wot pa coron omwoc odiko matin.,Ebos aiboisit ngin naarai abu apaipo naka akipi nuecoloni kobwanga atupuruc na.,Angu nderi ni nguu a'disikuni payibu azakoza ni razuri afi obitirosi ni
SALT-DEV-0107,dev,How can I get new ideas?,Nsobola ntya okufuna ebirowoozo ebipya?,Nimbasa nta kutunga ebiteekateeko ebisya?,Atwero nongo tam manyen nining?,Eipone ali adumuna eong aomisio nuitetiak?,Ma eco egata o'diru 'diyi esu ngoniru?
SALT-DEV-0108,dev,The teachers should attend to the learner's needs equally.,Abasomesa balina okufa ku byetaago by'abayizi kyenkanyi.,Abeegyesa bashemereire kuhurikiza abeegi boona ebi barikwetenga batarikushoroora.,Lupwonye omyero gumii pwony ki lutino weng marom,Ekot esisianakinak aingaranakin esisiak ne ejaunor eipuda.,Le imba'ba eyi ma fe dri e'yo anzi onita onipi 'diyi niri ma dria trotro.
SALT-DEV-0109,dev,The Rwanda leadership now views Museveni as an enemy.,Obukulembeze bwa Rwanda bulaba Museveni ng'omulabe.,Abebembezi ba Rwanda obwahati nibareeba Museveni nk’omuzigu.,Lutela ma I Rwanda kombedi dong gineno Museveni calo lamone,Eseseni kwana engarenon loko Rwanda Museveni kwape lokasurup.,Drileka Rwandaari sa'disi Musevenii ni dre aribo ru
SALT-DEV-0110,dev,There is a meeting between sub-county extension workers and Village Health Teams.,Waliwo ensisinkano wakati w'abakozi b'e Ggombolola ne ttiimu z'ekyalo ez'ebyobulamu.,Hariho orukiiko rwabahingisa aha gomborora hamwe na tiimu y'abashaho baha byaro.,Kacoke moo tye ikin lumii ngec me pur ma nonge ikin gangi ki Lumii ngec me yot kom ma ikin gangi,Ejai airiamun kiding eswamak lu iyakiaritai otem keda ijaka lu angaleu kocaalo.,Mitingi azi azi'ba sabu kawunti ni 'diyi pi ma eselea amuti rua ala ni caloa 'diyi be ri ni mu drile
SALT-DEV-0111,dev,The hawker sells apples only.,Omutembeeyi atunda apo zokka.,Omuteebeyi naaguza za apo zonka.,Lacat ma woto awota-ni cato nyig yat apol keken.,Egwelanari etunganan ngol apples.,Ba afa ozip acizarurini lu apo yi ozi'i
SALT-DEV-0112,dev,She desperately wants to get married this year.,Ayagala nnyo okufumbirwa omwaka guno.,Naayendera kimwe kushwerwa omwaka ogu.,Nyakoni mito nyome I mwaka-ni.,Ekoto ngesi noi adukokin okaru lo?,Eri le ndra asi driasi agupi 'duzu eli 'disi ra
SALT-DEV-0113,dev,She welcomed them on the team.,Yabaaniriza ku ttiimu.,Akabaakyiira aha tiimu.,En ojologi I tim ne.,Abu ngesi kisukuny kesi otimu.,A'i yi amuti ongulumu ru ma dria ra
SALT-DEV-0114,dev,He services his loan through monthly payments that are collected by the bank off his salary.,Ssente zeyeewola azisasula buli mwezi okuva ku ezo bbanka z'esala ku musaala gw'afuna buli mwezi.,Nashaashura looni ye buri mwezi arikukozesa sente ezirikusharwaho baaka aha mushaara gwe.,En culo loan dwe ki dwe kun bank aye ngolo ki I mucara ma en nongo.,Etacenenei ngesi elonike itosomai eropitike loka angolilap loetubonorete luka aingadis naka ikapun.,Eri gbanza i vileri ma ti o'ba trayi ofeta mbavusi 'bani onze eri ma musaraasirisi
